DOC_TYPE_CD,DOC_TYPE_VERSION_TXT,QUES_CODE_SYSTEM_CD,QUES_CODE_SYSTEM_DESC_TXT,DATA_TYPE,QUESTION_IDENTIFIER,QUES_DISPLAY_NAME,SECTION_NM,SENDING_SYSTEM_CD
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38345_2","total anti-HDV","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38345_2_DT","Specimen Collection Date (total anti-HDV)","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.1","LOINC","CODED","LP38350_2","total anti-HEV","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","LP38350_2_DT","Specimen Collection Date (total anti-HEV)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","MTH109","What is the birth country of the mother","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","MTH157","Race of Mother","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","MTH159","Ethnicity of Mother","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","MTH161","Was Mother born outside of United States","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","MTH162","Was the mother confirmed positive prior to or at the time of delivery","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","MTH163","If no, was the mother confirmed positive after delivery","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","MTH164","Date of earliest positive test result","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","MTH170","Other Ethnicity for Mother (specify)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","MTH171","Other Race for Mother (specify)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS002","Work Phone","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS003","Ext.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS006","Cell Phone","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS012","Shared Indicator","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS018","Street Address 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS019","Street Address 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS020","City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS021","State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS022","Zip","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS024","Street Address 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS025","Street Address 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS026","Phone Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS027","Ext.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS029","Street Address 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS030","Street Address 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS031","City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS032","State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS033","Zip","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS034","Email","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS036","Street Address 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS037","Street Address 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS038","City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS039","State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS040","Zip","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS041","Phone Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS042","Ext.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS044","Reporter Suffix","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS045","Degree","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS047","Physician Degree","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS048","Physician Suffix","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS049","Physician Street Address 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS050","Physician Street Address 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS051","Physician City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS052","Physician State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS053","Physician Zip","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS054","Physician Email Address","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS055","Contact Investigation Priority","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS056","Infectious Period From","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS057","Infectious Period To","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS058","Contact Investigation Status","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS059","Contact Investigation Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS094","Calculated DOB","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS095","Name Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS096","Other Personal Details As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS097","Mortality Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS098","Marital Status As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS100","Ethnicity Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS101","Race Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS102","Address Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS102_W","Address Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS103","Telephone Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS104","Information As of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS110","Referral Basis","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS111","Initiating Agency","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS112","Date Received from Init. Agency","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS113","Date OOJ Due to Init. Agency","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS114","Date OOJ Info Sent","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS115","Current Process Stage","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS118","First Sexual Exposure","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS119","Sexual Frequency","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS120","Last Sexual Exposure","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS121","First Needle-Sharing Exposure","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS122","Needle-Sharing Frequency","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS123","Last Needle-Sharing Exposure","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS124","Relationship","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS125","OP Spouse?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS126","Met OP via Internet?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS127","Internet Info Elicited?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS128","Weeks","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS129","Female","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS130","Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS131","Male","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS132","Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS133","Transgender","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS134","Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS135","Source/Spread","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS136","Case Diagnosis","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS137","Disseminated","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS138","Resistant to","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS139","Investigator","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS140","Initial Follow-Up","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS141","Date Closed","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS142","Internet Follow-Up","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS143","Notifiable","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS144","Clinic Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS145","Assigned To","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS146","Date Assigned","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS147","Date Closed","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS148","Provider Contact","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS149","Exam Reason","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS150","Provider Diagnosis","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS151","Patient Follow-Up","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS152","Surveillance Notes","Surveillance Notes","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS153","900 Status","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS155","Height","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS156","Size/Build","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS157","Hair","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS158","Complexion","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS159","Other Identifying Info","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS160","Field Record Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS161","Investigator","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS162","Date Assigned","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS163","Initially Assigned","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS164","Initial Assignment Date for Field Follow-Up","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS165","Exam Reason","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS166","Provider Diagnosis","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS167","Notification Plan","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS168","Expected In","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS169","Expected Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS170","Exam Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS171","Provider","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS172","Facility","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS173","Disposition","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS174","Disposition Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS175","Dispositioned By","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS176","Supervisor","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS177","Actual Referral Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS178","Internet Outcome","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS179","OOJ Agency","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS180","OOJ Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS181","OOJ Due Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS182","OOJ Outcome","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS185","Note","Field Follow-Up Notes","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS186","Interviewer","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS187","Date Assigned","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS188","Initially Assigned","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS189","Initial Assignment Date for Case Assignment","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS190","Supervisor","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS191","Lot Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS192","Patient Interview Status","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS195","Note","Interview/Investigation Notes","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS196","Date Closed","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","PART","NBS197","Closed By","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS200","Note","Supervisory Review/Comments","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS201","Living With","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS202","Type of Residence","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS203","Time at Address","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS204","Units","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS205","Time in State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS206","Units","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS207","Time in Country","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS208","Units","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS209","Currently institutionalized","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS210","If institutionalized, document the name of the facility.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS211","Type of Institutition","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS213","Additional Gender","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS214","Speaks English","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS216","Pregnant at Exam","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS217","Weeks","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS218","Pregnant at Interview","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS219","Weeks","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS220","Currently in Prenatal Care","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS221","Pregnant in Last 12 Months","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS222","Pregnancy Outcome","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS223","Female","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS224","Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS225","Male","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS226","Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS227","Transgender","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS228","Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS229","Was Behavioral Risk Assessed","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS230","Had Sex with Transgender","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS231","Had Sex Without a Condom","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS232","Shared Injection Equipment","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS233","None","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.88","RxNorm","CODED","NBS234","Methaphetamines","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.3.26.1.5","NDF-RT (Drug Classification)","CODED","NBS235","Crack","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS236","Nitr./Pop","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.88","RxNorm","CODED","NBS237","Cocaine","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS238","ED Meds","NULL","NBS"
"PHDC","1.3","2.16.840.1.113883.6.88","RxNorm","CODED","NBS239","Heroin","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS240","Other","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS242","Places to Meet Partners","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","NBS243","Place","Places Selected to Meet Partners","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS244","Places to Have Sex","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS246","Source","Signs and Symptoms","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS247","Observation/Onset Date","Signs and Symptoms","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS248","Other Anatomic Site, Specify","Signs and Symptoms","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NBS249","Duration (Days)","Signs and Symptoms","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS250","Previous Condition","STD History","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS251","Diagnosis Date","STD History","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS252","Treatment Date","STD History","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS253","Confirmed","STD History","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS254","Previous 900 Test","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS255","Anti-viral Therapy - Last 12 Months","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS256","Anti-viral Therapy - Ever","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS257","Enroll","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS259","Date Last 900 Test","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS260","Refer for Test","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS261","Referral Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS262","900 Test","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS263","900 Result","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS264","Post-test Counselling","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS265","Result provided","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS266","Refer for Care","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS267","Keep Appointment","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS268","Note","Field Supervisory Review and Comments","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS269","State HIV Case ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS270","Referral Basis - OOJ","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS271","Target Population(s)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS272","Unknown Reason","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS273","Reason Unknown","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS274","Transgender Information","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS275","Tests Performed?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NBS276","Reason Unable to Locate 900 Case","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","NBS277","Other Reason, Specify","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","NBS290","Place","Places Selected to Have Sex","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS291","Patient Medical Record Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS300","Reason for Visit","NULL","NBS"
